document_type,document_number,database_id,date,amount,currency,customer_supplier,bank_account,journal_number,exact_problem_fields,exact_problem,why_cannot_repair_automatically,recommended_action,classification,safe_to_delete_and_recreate,disposition
"fund_transfer","FT2601-0016","7e945186-50a7-4eb8-b20e-6b040e769ce6","2025-08-16","500.00","IDR","","BCA Bank · 0930 2010 22 · USD -> BCA Bank · 0930 2010 14 · IDR","JV/25-26/091","journal functional debit/credit, journal currency metadata","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Accountant approval of the historical USD-to-IDR rate and a controlled correcting/reversal entry","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"fund_transfer","FT2601-0017","663224a2-2b84-4387-8c19-756edf61ef6c","2025-08-19","350.00","IDR","","BCA Bank · 0930 2010 22 · USD -> BCA Bank · 0930 2010 14 · IDR","JV/25-26/094","journal functional debit/credit, journal currency metadata","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Accountant approval of the historical USD-to-IDR rate and a controlled correcting/reversal entry","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"fund_transfer","FT2601-0018","d8d5e315-ffbe-4367-995d-63f7a749df26","2025-08-27","500.00","IDR","","BCA Bank · 0930 2010 22 · USD -> BCA Bank · 0930 2010 14 · IDR","JV/25-26/098","journal functional debit/credit, journal currency metadata","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Accountant approval of the historical USD-to-IDR rate and a controlled correcting/reversal entry","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"fund_transfer","FT2601-0005","35e0a38c-6716-4c00-aa26-b39ebd0c661d","2025-09-01","750.00","IDR","","BCA Bank · 0930 2010 22 · USD -> BCA Bank · 0930 2010 14 · IDR","JV/25-26/113","journal functional debit/credit, journal currency metadata","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Accountant approval of the historical USD-to-IDR rate and a controlled correcting/reversal entry","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"fund_transfer","FT2601-0024","a27891c0-ede4-42e6-98be-c40ba3e1baa7","2026-01-13","500.00","IDR","","BCA Bank · 0930 2010 22 · USD -> BCA Bank · 0930 2010 14 · IDR","JE2601-0032","journal functional debit/credit, journal currency metadata","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Legacy USD-source Contra stored the USD source amount in functional GL columns; posted values were not rewritten","Accountant approval of the historical USD-to-IDR rate and a controlled correcting/reversal entry","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"journal","JE2607-0050","0501c421-4ece-4329-8ba0-48f5439caa64","2026-03-04","2000.00","USD","","","JE2607-0050","exchange_rate, functional debit/credit values","USD transaction currency is proven, but no authoritative historical rate is stored; posted amounts were preserved","USD transaction currency is proven, but no authoritative historical rate is stored; posted amounts were preserved","Authoritative USD-to-IDR rate and rate source/date; accountant approval before functional values are corrected","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"journal","JE2607-0049","9b5a6d14-1a5b-49fe-a7ad-42f924d0dd1a","2026-06-11","4200.00","USD","","","JE2607-0049","exchange_rate, functional debit/credit values","USD transaction currency is proven, but no authoritative historical rate is stored; posted amounts were preserved","USD transaction currency is proven, but no authoritative historical rate is stored; posted amounts were preserved","Authoritative USD-to-IDR rate and rate source/date; accountant approval before functional values are corrected","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"tax_payment","Tax Payment 2026-02-13","a33e6340-acdc-4d7e-b600-d03f5a843125","2026-02-13","120000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2607-0033","tax_control_account_balance, accrual_journal","Tax payment debits control account 2131 without an accrued payable; cumulative posted balance becomes -120000.00","Tax payment debits control account 2131 without an accrued payable; cumulative posted balance becomes -120000.00","Identify and post the authorised original tax accrual, or formally reclassify the payment after review with the accountant/tax consultant; do not alter the payment amount or bank journal","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"tax_payment","C711FOTJKOPCKIPL","c62f9f5a-8d2a-4f43-9f84-291b585bebd1","2026-04-19","120000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2607-0032","tax_control_account_balance, accrual_journal","Tax payment debits control account 2131 without an accrued payable; cumulative posted balance becomes -240000.00","Tax payment debits control account 2131 without an accrued payable; cumulative posted balance becomes -240000.00","Identify and post the authorised original tax accrual, or formally reclassify the payment after review with the accountant/tax consultant; do not alter the payment amount or bank journal","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"tax_payment","042095676073042","cc84b3d9-7b5d-42d2-87e3-22fb1a6cb2b6","2026-05-19","120000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2607-0031","tax_control_account_balance, accrual_journal","Tax payment debits control account 2131 without an accrued payable; cumulative posted balance becomes -360000.00","Tax payment debits control account 2131 without an accrued payable; cumulative posted balance becomes -360000.00","Identify and post the authorised original tax accrual, or formally reclassify the payment after review with the accountant/tax consultant; do not alter the payment amount or bank journal","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"tax_payment","623874F9PCDNUD0H","e55d5ec5-d0d1-4742-8928-d02097d11b5b","2026-06-19","120000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2607-0030","tax_control_account_balance, accrual_journal","Tax payment debits control account 2131 without an accrued payable; cumulative posted balance becomes -480000.00","Tax payment debits control account 2131 without an accrued payable; cumulative posted balance becomes -480000.00","Identify and post the authorised original tax accrual, or formally reclassify the payment after review with the accountant/tax consultant; do not alter the payment amount or bank journal","Historical accounting decision required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"bank_reconciliation","(none)","83fd6cd5-115b-4b71-925b-f555d9987a8a","2026-01-14","33404729.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2601-0036","debit_amount, credit_amount, journal_entry_lines","Linked journal Bank Master GL amount or direction does not match the bank statement line","Linked journal Bank Master GL amount or direction does not match the bank statement line","Investigate the source document, journal, bank line, and audit trail before making any change","Investigate further","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"bank_reconciliation","(none)","c4c4033b-f661-4574-8878-dc593ee4eb33","2026-02-20","3651500.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2602-0127","debit_amount, credit_amount, journal_entry_lines","Linked journal Bank Master GL amount or direction does not match the bank statement line","Linked journal Bank Master GL amount or direction does not match the bank statement line","Investigate the source document, journal, bank line, and audit trail before making any change","Investigate further","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"bank_reconciliation","(none)","910ff6f8-9bfd-42b4-ada6-b1690ea653f3","2026-05-29","6820000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2605-0057","debit_amount, credit_amount, journal_entry_lines","Linked journal Bank Master GL amount or direction does not match the bank statement line","Linked journal Bank Master GL amount or direction does not match the bank statement line","Investigate the source document, journal, bank line, and audit trail before making any change","Investigate further","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"bank_reconciliation","(none)","e4616184-2803-4df5-8427-487c92dffaee","2026-06-10","604514000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2607-0043","debit_amount, credit_amount, journal_entry_lines","Linked journal Bank Master GL amount or direction does not match the bank statement line","Linked journal Bank Master GL amount or direction does not match the bank statement line","Investigate the source document, journal, bank line, and audit trail before making any change","Investigate further","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"bank_reconciliation","(none)","bb66c12c-2fe4-4b30-88c6-2e64f834fa78","2026-06-22","731392025.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2607-0035","debit_amount, credit_amount, journal_entry_lines","Linked journal Bank Master GL amount or direction does not match the bank statement line","Linked journal Bank Master GL amount or direction does not match the bank statement line","Investigate the source document, journal, bank line, and audit trail before making any change","Investigate further","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"bank_reconciliation","(none)","5f4fca05-5c46-4dab-8ed7-b817f15fb285","2026-06-30","6820000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2606-0105","debit_amount, credit_amount, journal_entry_lines","Linked journal Bank Master GL amount or direction does not match the bank statement line","Linked journal Bank Master GL amount or direction does not match the bank statement line","Investigate the source document, journal, bank line, and audit trail before making any change","Investigate further","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"bank_reconciliation","(none)","ea7784de-5251-44c1-9d8f-2896cd6269be","2026-06-30","8000000.00","IDR","","BCA Bank · 0930 2010 14 · IDR","JE2607-0021","debit_amount, credit_amount, journal_entry_lines","Linked journal Bank Master GL amount or direction does not match the bank statement line","Linked journal Bank Master GL amount or direction does not match the bank statement line","Investigate the source document, journal, bank line, and audit trail before making any change","Investigate further","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"journal","JE2607-0048","0a87f87b-a604-4515-8a05-4585786e9f35","2025-02-21","3000000.00","IDR","","","JE2607-0048","source_module, reference_id","Legacy Bank Reconciliation loan journal has no native Loan source document","Legacy Bank Reconciliation loan journal has no native Loan source document","Investigate the source document, journal, bank line, and audit trail before making any change","Investigate further","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/005","c0d375ad-34ae-4f23-81d6-75eea343e2f2","2025-01-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JV/24-25/007","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/015","f5e42acc-6ae1-4409-ad9a-a8ede1baa7f2","2025-02-28","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JV/24-25/019","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/030","cd8aae87-0424-4c2d-b980-2a5b3b65b3ce","2025-03-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JV/24-25/037","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/038","cf4f4035-0245-4f8f-b050-c90145035088","2025-04-30","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JV/25-26/012","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/052","7a7f6690-c4e1-46ec-b655-bf744c29f220","2025-05-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JV/25-26/029","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/054","e01d47e8-5dd8-4b16-b1d3-f35cbf4b2b86","2025-06-03","168000.00","IDR","","","JV/25-26/030","transaction_currency, functional_currency, currency_code, exchange_rate, bank_account_id","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/057","b656e5b5-2c8f-44a9-97d1-ae9a3a71d653","2025-06-20","800000.00","IDR","","","JV/25-26/035","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/059","efaf13e3-4361-4a07-9e29-6025b0c00b57","2025-06-25","2000000.00","IDR","","","JV/25-26/039","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/060","4bddfbd1-2b6f-4cf0-823b-a9783d491394","2025-06-26","84000.00","IDR","","","JV/25-26/046","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/061","95383776-d1a3-46a3-8ec0-258696e055de","2025-06-26","175000.00","IDR","","","JV/25-26/043","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/062","335577ca-b6d5-4b12-ae12-274675fc5763","2025-06-29","823500.00","IDR","","","JV/25-26/048","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/064","c56ad383-5fd8-4744-a4ba-2cf52717eed4","2025-06-30","10000000.00","IDR","","","JV/25-26/056","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/066","4500ee23-cb49-4b60-b9ff-ee6f2bc7b6d8","2025-06-30","3500000.00","IDR","","","JV/25-26/062","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/067","121a32b2-0a3d-4a43-9dc2-f0062f851c3d","2025-06-30","7000000.00","IDR","","","JV/25-26/055","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/072","d2cfd0eb-ba5e-40e4-a665-b4ec1d54b594","2025-06-30","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JV/25-26/053","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/073","a466ce1f-915b-4d08-a049-27dd4c792a8c","2025-07-15","8000000.00","IDR","","","JV/25-26/069","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/076","07fa0f10-5d04-4060-9140-0dc10abc815e","2025-07-20","823500.00","IDR","","","JV/25-26/073","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/077","f5e0c54d-e1c5-49d9-936b-99c25a3d0ed1","2025-07-31","5850000.00","IDR","","","JV/25-26/077","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/082","2f96d0f5-8742-420f-8a8a-eb66bd5de67c","2025-07-31","3500000.00","IDR","","","JV/25-26/085","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/086","0e07366e-5851-4074-9082-cac63674b79c","2025-07-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JV/25-26/081","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/095","e574c71d-50a2-4923-a2d9-fd47fdfb80b3","2025-08-31","3500000.00","IDR","","","JV/25-26/109","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/100","909aa8de-96d4-4ce6-ae4c-dbff56999dbd","2025-08-31","7000000.00","IDR","","","JV/25-26/105","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/101","8af9045d-b801-4d1e-b1a2-255d7cd2cd75","2025-08-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JV/25-26/104","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/103","2b25c792-fd17-4036-9aaa-4cf60db84350","2025-09-05","150000.00","IDR","","","JV/25-26/115","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/111","a157cf20-50da-4ebf-840b-21b918da4f7c","2025-09-15","776500.00","IDR","","","JV/25-26/130","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/113","b4211893-e080-4115-8424-0e8a3b9b4e94","2025-09-15","8000000.00","IDR","","","JV/25-26/128","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/118","61955ea6-6ec9-4293-a47d-a0a564c54178","2025-09-18","900000.00","IDR","","","JV/25-26/138","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25-25/001","f41dc50f-cf32-4ab6-916f-212d35ff3fbb","2025-09-30","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2509-0026","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/121","fea9ddb7-4021-4c6e-bc54-7cffadd5353b","2025-09-30","7000000.00","IDR","","","JE2509-0019","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/127","a483d602-af68-49af-bc16-df4bbf834a72","2025-09-30","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2509-0025","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/133","f1ca1b95-9c6a-4ace-8ddb-843b101253fd","2025-10-09","1000000.00","IDR","","","JE2510-0006","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/139","788b6c52-a5dd-45d5-a5cb-fa923736879f","2025-10-13","275000.00","IDR","","","JE2510-0013","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/143","7645f2c9-9c8a-4a06-9231-9e7e98923297","2025-10-15","8000000.00","IDR","","","JE2510-0017","transaction_currency, functional_currency, currency_code, exchange_rate, bank_account_id","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/168","cc930d8e-e06d-46a0-b784-c169c8359edc","2025-10-29","105500.00","IDR","","","JE2510-0041","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25-25/002","bbb3b5df-fdea-42f7-9e44-081c63238750","2025-10-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2510-0060","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/175","1c9fbae6-039d-4ce7-899c-d15e1a613eea","2025-10-31","7000000.00","IDR","","","JE2510-0048","transaction_currency, functional_currency, currency_code, exchange_rate, bank_account_id","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/182","973b749e-e8cc-41f9-9d7e-15a261823ab5","2025-10-31","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2510-0055","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/207","71cee1ce-621b-427b-9a42-6a0a82aff6b0","2025-11-10","18102628.00","IDR","","","JE2511-0071","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/208","137388a3-acd5-490f-98c0-a8f16a765f2d","2025-11-10","4541288.00","IDR","","","JE2511-0070","transaction_currency, functional_currency, currency_code, exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25-25/003","f316339e-30f3-48c7-b034-e6fd4d982644","2025-11-30","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2511-0075","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/251","dbca504c-9148-4a65-aa9d-de0fc6722e77","2025-11-30","4500000.00","IDR","","BCA Bank · 0930 2010 22 · USD","JE2511-0067","bank_account_id","Stored expense metadata conflicts with its unique reconciliation bank line; neither side was overwritten","Stored expense metadata conflicts with its unique reconciliation bank line; neither side was overwritten","Accountant confirmation of the correct bank account and transaction currency","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
"expense","EXP/25/253","69ea5d02-4801-484e-ac23-691d1024167d","2025-11-30","5.00","USD","","BCA Bank · 0930 2010 22 · USD","JE2511-0069","exchange_rate","No unique authoritative relationship exists in stored data","No unique authoritative relationship exists in stored data","Transaction currency, historical exchange rate with source/date, exact payment method, and/or paying bank account","Manual edit required","false","Keep — deletion/recreation could remove audit evidence or rewrite posted history; resolve through an authorised manual correction"
